"Product","Blackbox flight data recorder by Nicholas Sherlock"
112,13488730,-12,0,0,10000,1524,307,3,1,-1,5,26,-7,16,78,-2038,76,116,-1982,158,159,158,158,-5519,123,160,-5963,-3,0,0,8127,0,0,0,-2,0,0,-1,0,0,0,0,0,0,0,0,-2,-1,0,0,3,0,0,0,0,0,0,3,2,1,0,0,0,0,0,266,260,268,271,0,0,0,0,266,262,269,271,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13460195,1405,-3073,-98,0,0,0,0,0,0,0,3,-3,0,0,0,0,0,200,-5504,121,15,-5978,1405,-3073,-96,0,0,0,-5519,123,160,-5963,0,-3,64,-2,1,-3,0,0,0,0,1,7,0,1,1,-0.04946694893748784,0.00452977291612276,1.6483490979578796,0,0,0,"","","",NaN,NaN,NaN,NaN
116,13490746,-12,0,0,10000,1526,314,7,-8,-2,12,-15,-2,10,87,-2043,-49,48,-2299,159,160,158,159,-5519,123,160,-5963,-3,-1,0,8127,0,0,0,-2,0,0,-2,2,0,0,0,0,0,0,0,-3,3,1,1,5,0,2,0,0,0,0,3,2,1,0,0,0,0,0,266,260,268,271,0,0,0,0,266,260,269,269,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13460195,1405,-3073,-98,0,0,0,0,0,0,0,3,-3,0,0,0,0,0,200,-5504,121,15,-5978,1405,-3073,-96,0,0,0,-5519,123,160,-5963,0,-3,64,-2,1,-3,0,0,0,0,1,7,0,1,1,-0.04946694893748784,0.00452977291612276,1.6483490979578796,0,0,0,"","","",NaN,NaN,NaN,NaN
120,13492762,-12,0,0,10000,1526,314,7,-5,-4,13,-14,-10,-1,101,-2043,131,162,-1928,158,159,158,158,-5519,123,160,-5963,-2,-2,-1,8127,0,0,0,-2,0,0,-2,1,1,0,0,0,0,0,0,-3,2,1,1,4,0,1,0,0,0,0,3,2,1,0,0,0,0,0,266,260,268,271,0,0,0,0,266,259,269,271,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13460195,1405,-3073,-98,0,0,0,0,0,0,0,3,-3,0,0,0,0,0,200,-5504,121,15,-5978,1405,-3073,-96,0,0,0,-5519,123,160,-5963,0,-3,64,-2,1,-3,0,0,0,0,1,7,0,1,1,-0.04946694893748784,0.00452977291612276,1.6483490979578796,0,0,0,"","","",NaN,NaN,NaN,NaN
124,13494778,-12,0,0,10000,1526,314,8,-8,-1,7,-10,3,-12,114,-2028,-175,122,-1975,159,160,158,159,-5519,123,160,-5963,-1,-4,-1,8127,0,0,0,-2,0,0,-2,2,0,0,0,0,0,0,0,-4,3,0,2,6,0,2,0,0,0,0,3,3,1,1,0,0,0,0,266,260,268,271,0,0,0,0,266,260,268,271,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13460195,1405,-3073,-98,0,0,0,0,0,0,0,3,-3,0,0,0,0,0,200,-5504,121,15,-5978,1405,-3073,-96,0,0,0,-5519,123,160,-5963,0,-3,64,-2,1,-3,0,0,0,0,1,7,0,1,1,-0.04946694893748784,0.00452977291612276,1.6483490979578796,0,0,0,"","","",NaN,NaN,NaN,NaN
128,13496794,-12,0,0,10000,1526,314,14,0,-4,15,2,-7,-32,118,-2019,84,161,-1814,160,160,158,158,-5519,123,160,-5963,1,-3,-1,8127,0,0,0,-2,0,0,-4,0,1,0,0,0,0,0,0,-6,0,2,4,4,0,0,0,0,0,0,3,3,1,1,0,0,0,0,266,260,268,271,0,0,0,0,266,260,266,271,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13460195,1405,-3073,-98,0,0,0,0,0,0,0,3,-3,0,0,0,0,0,200,-5504,121,15,-5978,1405,-3073,-96,0,0,0,-5519,123,160,-5963,0,-3,64,-2,1,-3,0,0,0,0,1,7,0,1,1,-0.04946694893748784,0.00452977291612276,1.6483490979578796,0,0,0,"","","",NaN,NaN,NaN,NaN
132,13498810,-12,0,0,10000,1526,314,6,2,1,2,6,5,-35,117,-2021,-66,108,-2181,159,159,158,158,-5519,123,160,-5963,1,-2,-1,8127,0,0,0,-2,0,0,-2,-1,0,0,0,0,0,0,0,-3,-1,0,3,2,0,0,0,0,0,0,3,3,1,1,0,0,0,0,266,260,268,271,0,0,0,0,265,262,269,269,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13460195,1405,-3073,-98,0,0,0,0,0,0,0,3,-3,0,0,0,0,0,200,-5504,121,15,-5978,1405,-3073,-96,0,0,0,-5519,123,160,-5963,0,-3,64,-2,1,-3,0,0,0,0,1,7,0,1,1,-0.04946694893748784,0.00452977291612276,1.6483490979578796,0,0,0,"","","",NaN,NaN,NaN,NaN
136,13500826,-12,0,0,10000,1526,314,4,4,-2,0,12,-6,-42,117,-2031,219,76,-2213,159,159,159,158,-5519,123,159,-5963,0,-1,-1,8127,0,0,0,-2,0,0,-1,-1,0,0,0,0,0,0,0,-3,-2,1,3,2,2,0,0,0,0,0,3,3,1,0,0,0,0,0,266,260,268,271,0,0,0,0,265,259,268,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13460195,1405,-3073,-98,0,0,0,0,0,0,0,3,-3,0,0,0,0,0,200,-5504,121,15,-5978,1405,-3073,-96,0,0,0,-5519,123,159,-5963,0,-3,64,-2,1,-3,0,0,0,0,1,7,0,1,1,-0.04928611918077658,0.004362650550286197,1.6483397632375894,0,0,0,"","","",NaN,NaN,NaN,NaN
140,13502842,-12,0,0,10000,1526,314,0,11,1,1,27,5,-26,106,-2047,-144,-38,-2109,160,158,159,158,-5519,123,159,-5963,-1,1,0,8127,0,0,0,-2,0,0,0,-3,0,0,0,0,0,0,0,-1,-4,-1,4,0,3,0,0,0,0,0,3,2,1,0,0,0,0,0,266,260,268,271,0,0,0,0,266,260,268,271,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13460195,1405,-3073,-98,0,0,0,0,0,0,0,3,-3,0,0,0,0,0,200,-5504,121,15,-5978,1405,-3073,-96,0,0,0,-5519,123,159,-5963,0,-3,64,-2,1,-3,0,0,0,0,1,7,0,1,1,-0.04928611918077658,0.004362650550286197,1.6483397632375894,0,0,0,"","","",NaN,NaN,NaN,NaN
144,13504858,-12,0,0,10000,1526,314,-1,10,4,-2,9,4,-16,91,-2056,104,159,-1966,159,158,159,158,-5519,123,159,-5963,-1,2,0,8127,0,0,0,-2,0,0,0,-2,-1,0,0,0,0,0,0,0,-4,-1,4,0,3,0,0,0,0,0,3,2,1,0,0,0,0,0,266,260,268,271,0,0,0,0,266,260,269,268,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13460195,1405,-3073,-98,0,0,0,0,0,0,0,3,-3,0,0,0,0,0,200,-5504,121,15,-5978,1405,-3073,-96,0,0,0,-5519,123,159,-5963,0,-3,64,-2,1,-3,0,0,0,0,1,7,0,1,1,-0.04928611918077658,0.004362650550286197,1.6483397632375894,0,0,0,"","","",NaN,NaN,NaN,NaN
148,13506874,-12,0,0,10000,1526,314,-7,5,3,-6,15,4,-1,84,-2042,-80,10,-1872,159,158,159,159,-5519,123,159,-5963,-3,1,1,8127,0,0,0,-2,0,0,1,-1,-1,0,0,0,0,0,0,2,-2,-1,2,0,3,2,0,0,0,0,3,2,1,0,0,0,0,0,266,260,268,271,0,0,0,0,265,260,269,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13460195,1405,-3073,-98,0,0,0,0,0,0,0,3,-3,0,0,0,0,0,200,-5504,121,15,-5978,1405,-3073,-96,0,0,0,-5519,123,159,-5963,0,-3,64,-2,1,-3,0,0,0,0,1,7,0,1,1,-0.04928611918077658,0.004362650550286197,1.6483397632375894,0,0,0,"","","",NaN,NaN,NaN,NaN
152,13508890,-12,0,0,10000,1526,314,-2,3,0,2,-5,-1,7,76,-2026,115,117,-2218,158,158,158,158,-5519,123,159,-5963,-4,2,1,8127,0,0,0,-2,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,3,2,1,0,0,0,0,0,266,260,268,271,0,0,0,0,266,259,271,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13460195,1405,-3073,-98,0,0,0,0,0,0,0,3,-3,0,0,0,0,0,200,-5504,121,15,-5978,1405,-3073,-96,0,0,0,-5519,123,159,-5963,0,-3,64,-2,1,-3,0,0,0,0,1,7,0,1,1,-0.04928611918077658,0.004362650550286197,1.6483397632375894,0,0,0,"","","",NaN,NaN,NaN,NaN
156,13510906,-12,0,0,10000,1519,439,-6,-5,5,-8,-24,11,11,69,-2027,-63,170,-2225,158,158,158,159,-5519,123,159,-5963,-4,0,1,8127,0,0,0,-2,0,0,1,1,-1,0,0,0,0,0,0,2,2,-2,0,0,0,2,0,0,0,0,3,2,1,1,0,0,0,0,266,260,268,271,0,0,0,0,265,259,269,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13460195,1405,-3073,-98,0,0,0,0,0,0,0,3,-3,0,0,0,0,0,200,-5504,121,15,-5978,1405,-3073,-96,0,0,0,-5519,123,159,-5963,0,-3,64,-2,1,-3,0,0,0,0,1,7,0,1,1,-0.04928611918077658,0.004362650550286197,1.6483397632375894,0,0,0,"","","",NaN,NaN,NaN,NaN
160,13512922,-12,0,0,10000,1519,439,-3,-6,-4,6,-3,-5,15,76,-2043,-114,262,-1681,158,159,158,159,-5519,123,160,-5963,-5,-2,0,8127,0,0,0,-2,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,2,0,2,0,0,0,0,3,2,1,1,0,0,0,0,266,260,268,271,0,0,0,0,265,262,269,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5519,123,160,-5963,0,-3,64,-2,1,-3,0,0,0,0,1,7,0,1,1,-0.04946694893748784,0.00452977291612276,1.6483490979578796,0,0,0,"","","",NaN,NaN,NaN,NaN
164,13514939,-12,0,0,10000,1519,439,6,-11,3,16,-17,8,7,85,-2048,-102,335,-1824,158,160,158,159,-5518,123,160,-5963,-3,-3,0,8127,0,0,0,-2,0,0,-2,2,-1,0,0,0,0,0,0,-3,4,-1,0,6,0,2,0,0,0,0,2,2,1,1,0,0,0,0,266,260,269,271,0,0,0,0,268,260,269,269,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,123,160,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.04946322816580526,0.004524927660772044,1.6483630906467053,0,0,0,"","","",NaN,NaN,NaN,NaN
168,13516954,-12,0,0,10000,1519,439,3,-7,-6,4,-3,-11,-6,103,-2043,-102,43,-1789,158,159,158,158,-5518,123,160,-5963,-2,-3,0,8127,0,0,0,-2,0,0,-1,2,1,0,0,0,0,0,0,-2,3,2,0,4,0,1,0,0,0,0,2,2,1,1,0,0,0,0,266,260,269,271,0,0,0,0,263,259,269,269,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,123,160,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.04946322816580526,0.004524927660772044,1.6483630906467053,0,0,0,"","","",NaN,NaN,NaN,NaN
172,13518970,-12,0,0,10000,1519,439,8,-6,2,6,-8,9,-19,103,-2033,-127,320,-1990,159,160,158,159,-5518,122,160,-5963,0,-3,0,8127,0,0,0,-2,0,0,-2,1,-1,0,0,0,0,0,0,-4,3,-1,3,5,0,2,0,0,0,0,2,2,1,1,0,0,0,0,266,260,269,271,0,0,0,0,268,260,268,271,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,122,160,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.04929597184389061,0.004705494870498254,1.6483634647778407,0,0,0,"","","",NaN,NaN,NaN,NaN
176,13520986,-12,0,0,10000,1519,439,1,-4,-5,-10,5,-5,-25,118,-2024,-142,-115,-2035,158,159,158,158,-5518,122,160,-5963,0,-4,-1,8127,0,0,0,-2,0,0,-1,1,1,0,0,0,0,0,0,-1,2,2,0,2,0,0,0,0,0,0,2,2,1,1,0,0,0,0,266,260,269,271,0,0,0,0,266,260,269,271,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,122,160,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.04929597184389061,0.004705494870498254,1.6483634647778407,0,0,0,"","","",NaN,NaN,NaN,NaN
180,13523002,-12,0,0,10000,1519,439,7,8,-1,17,6,-3,-33,120,-2021,152,23,-2231,160,158,158,158,-5518,122,160,-5963,0,-1,-1,8127,0,0,0,-2,0,0,-2,-2,0,0,0,0,0,0,0,-4,-3,0,5,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,266,260,269,271,0,0,0,0,265,262,269,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,122,160,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.04929597184389061,0.004705494870498254,1.6483634647778407,0,0,0,"","","",NaN,NaN,NaN,NaN
184,13525018,-12,0,0,10000,1519,439,-5,6,-2,-20,20,-6,-25,118,-2044,-80,-109,-2195,158,158,159,158,-5518,122,160,-5963,0,-1,-1,8127,0,0,0,-2,0,0,1,-1,1,0,0,0,0,0,0,1,-2,1,1,0,2,0,0,0,0,0,2,2,1,1,0,0,0,0,266,260,269,271,0,0,0,0,265,259,268,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,122,160,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.04929597184389061,0.004705494870498254,1.6483634647778407,0,0,0,"","","",NaN,NaN,NaN,NaN
188,13527034,-12,0,0,10000,1519,439,-3,10,4,-7,20,4,-18,101,-2060,95,219,-1973,159,158,160,158,-5518,122,160,-5963,-1,1,0,8127,0,0,0,-2,0,0,0,-2,-1,0,0,0,0,0,0,1,-4,-1,3,0,4,0,0,0,0,0,2,2,1,1,0,0,0,0,266,260,269,271,0,0,0,0,265,260,268,271,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,122,160,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.04929597184389061,0.004705494870498254,1.6483634647778407,0,0,0,"","","",NaN,NaN,NaN,NaN
192,13529050,-12,0,0,10000,1519,439,-8,2,0,-19,0,-1,-1,96,-2051,-110,-52,-2235,158,158,159,159,-5518,122,160,-5963,-2,2,0,8127,0,0,0,-2,0,0,1,0,0,0,0,0,0,0,0,3,-1,0,0,0,3,1,0,0,0,0,2,2,1,1,0,0,0,0,266,260,269,271,0,0,0,0,265,260,269,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,122,160,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.04929597184389061,0.004705494870498254,1.6483634647778407,0,0,0,"","","",NaN,NaN,NaN,NaN
196,13531066,-12,0,0,10000,1524,310,-8,6,2,-8,5,-3,3,84,-2035,141,130,-1813,159,158,160,159,-5518,123,160,-5963,-3,2,1,8127,0,0,0,-2,0,0,2,-1,0,0,0,0,0,0,0,3,-2,-1,2,0,4,2,0,0,0,0,2,2,1,1,0,0,0,0,266,260,269,271,0,0,0,0,266,260,268,269,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,123,160,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.04946322816580526,0.004524927660772044,1.6483630906467053,0,0,0,"","","",NaN,NaN,NaN,NaN
200,13533082,-12,0,0,10000,1524,310,-10,-2,3,-15,9,7,15,76,-2029,-135,51,-2152,158,158,159,159,-5518,123,160,-5963,-4,1,1,8127,0,0,0,-2,0,0,2,0,-1,0,0,0,0,0,0,3,1,-1,0,0,2,3,0,0,0,0,2,2,1,1,0,0,0,0,266,260,269,271,0,0,0,0,266,262,268,271,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,123,160,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.04946322816580526,0.004524927660772044,1.6483630906467053,0,0,0,"","","",NaN,NaN,NaN,NaN
204,13535098,-12,0,0,10000,1524,310,-8,-3,-1,-7,-3,-6,13,77,-2037,43,149,-2001,158,158,158,159,-5518,123,160,-5963,-4,0,1,8127,0,0,0,-2,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,1,3,0,0,0,0,2,2,1,1,0,0,0,0,266,260,269,271,0,0,0,0,266,257,268,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,123,160,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.04946322816580526,0.004524927660772044,1.6483630906467053,0,0,0,"","","",NaN,NaN,NaN,NaN
208,13537114,-12,0,0,10000,1524,310,-3,-9,0,3,-9,2,12,88,-2041,-73,52,-2297,158,159,158,159,-5518,123,160,-5963,-3,-2,0,8127,0,0,0,-2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,2,2,1,1,0,0,0,0,266,260,269,271,0,0,0,0,265,260,268,271,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,123,160,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.04946322816580526,0.004524927660772044,1.6483630906467053,0,0,0,"","","",NaN,NaN,NaN,NaN
212,13539130,-12,0,0,10000,1524,310,-4,-11,-2,-8,-21,-10,1,100,-2049,127,165,-2061,158,160,158,160,-5518,123,160,-5963,-2,-3,0,8127,0,0,0,-2,0,0,0,3,0,0,0,0,0,0,0,1,4,1,0,5,0,4,0,0,0,0,2,2,1,1,0,0,0,0,266,260,269,271,0,0,0,0,266,260,268,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,123,160,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.04946322816580526,0.004524927660772044,1.6483630906467053,0,0,0,"","","",NaN,NaN,NaN,NaN
216,13541146,-12,0,0,10000,1524,310,-2,-10,0,5,-11,7,-7,111,-2039,-371,111,-1792,158,159,158,159,-5518,122,161,-5963,-2,-4,0,8127,0,0,0,-2,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,0,2,2,1,2,0,0,0,0,265,260,269,271,0,0,0,0,263,259,268,271,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,122,161,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.0494767982096417,0.004872587232570378,1.6483728725511135,0,0,0,"","","",NaN,NaN,NaN,NaN
220,13543162,-12,0,0,10000,1524,310,2,-4,-3,-2,-3,-4,-28,119,-2023,26,197,-1793,158,159,158,158,-5518,122,161,-5963,0,-3,-1,8127,0,0,0,-2,0,0,-1,1,1,0,0,0,0,0,0,-1,2,1,0,2,0,1,0,0,0,0,1,2,1,2,0,0,0,0,265,260,269,271,0,0,0,0,266,260,268,271,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,122,161,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.0494767982096417,0.004872587232570378,1.6483728725511135,0,0,0,"","","",NaN,NaN,NaN,NaN
224,13545178,-12,0,0,10000,1524,310,4,-3,-1,6,9,4,-32,124,-2015,-250,7,-2082,158,159,158,158,-5518,122,161,-5963,1,-3,-1,8127,0,0,0,-2,0,0,-1,1,0,0,0,0,0,0,0,-2,1,0,1,3,0,1,0,0,0,0,1,2,1,1,0,0,0,0,265,260,269,271,0,0,0,0,266,260,269,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,122,161,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.0494767982096417,0.004872587232570378,1.6483728725511135,0,0,0,"","","",NaN,NaN,NaN,NaN
228,13547194,-12,0,0,10000,1524,310,-4,4,-2,-10,11,-2,-35,119,-2025,23,180,-2296,158,158,159,158,-5518,122,161,-5963,1,-1,-1,8127,0,0,0,-2,0,0,0,-1,1,0,0,0,0,0,0,1,-2,1,1,0,2,0,0,0,0,0,1,2,1,1,0,0,0,0,265,260,269,271,0,0,0,0,265,260,266,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,122,161,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.0494767982096417,0.004872587232570378,1.6483728725511135,0,0,0,"","","",NaN,NaN,NaN,NaN
232,13549210,-12,0,0,10000,1524,310,-4,6,1,-1,16,4,-23,113,-2047,-97,47,-2101,158,158,160,158,-5518,122,161,-5963,0,0,-1,8127,0,0,0,-2,0,0,1,-1,0,0,0,0,0,0,0,1,-2,0,0,0,4,0,0,0,0,0,1,2,1,1,0,0,0,0,265,260,269,271,0,0,0,0,266,262,268,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,122,161,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.0494767982096417,0.004872587232570378,1.6483728725511135,0,0,0,"","","",NaN,NaN,NaN,NaN
236,13551226,-12,0,0,10000,1527,375,-6,12,0,-11,14,1,-18,100,-2056,238,139,-1836,159,158,160,158,-5518,123,161,-5963,0,3,0,8127,0,0,0,-2,0,0,1,-3,0,0,0,0,0,0,0,2,-5,0,4,0,6,1,0,0,0,0,1,2,1,1,0,0,0,0,265,260,269,271,0,0,0,0,265,260,269,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,123,161,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.04964405451265941,0.004692019881075032,1.6483724937569342,0,0,0,"","","",NaN,NaN,NaN,NaN
240,13553242,-12,0,0,10000,1527,375,-8,2,2,-1,1,4,-4,89,-2041,-73,12,-1847,158,158,159,159,-5518,123,161,-5963,-2,2,0,8127,0,0,0,-2,0,0,1,0,0,0,0,0,0,0,0,3,-1,-1,1,0,2,2,0,0,0,0,1,2,1,1,0,0,0,0,265,260,269,271,0,0,0,0,265,260,269,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,123,161,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.04964405451265941,0.004692019881075032,1.6483724937569342,0,0,0,"","","",NaN,NaN,NaN,NaN
244,13555258,-12,0,0,10000,1527,375,-12,1,3,-7,-15,5,5,78,-2030,272,96,-2065,158,158,159,159,-5518,123,161,-5963,-3,3,1,8127,0,0,0,-2,0,0,2,0,-1,0,0,0,0,0,0,4,0,-1,1,0,3,3,0,0,0,0,1,2,2,1,0,0,0,0,265,260,269,271,0,0,0,0,265,259,271,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,123,161,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.04964405451265941,0.004692019881075032,1.6483724937569342,0,0,0,"","","",NaN,NaN,NaN,NaN
248,13557274,-12,0,0,10000,1527,375,-11,-2,3,-17,-1,-1,14,73,-2033,-96,130,-2217,158,158,159,159,-5518,123,161,-5963,-3,1,1,8127,0,0,0,-2,0,0,2,1,-1,0,0,0,0,0,0,4,1,-1,0,0,2,3,0,0,0,0,1,1,2,2,0,0,0,0,265,260,269,271,0,0,0,0,263,262,268,266,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,123,161,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.04964405451265941,0.004692019881075032,1.6483724937569342,0,0,0,"","","",NaN,NaN,NaN,NaN
252,13559290,-12,0,0,10000,1527,375,-12,-10,2,-14,-25,2,14,77,-2037,-155,264,-1912,158,159,159,161,-5518,123,161,-5963,-4,0,1,8127,0,0,0,-2,0,0,2,2,0,0,0,0,0,0,0,4,4,-1,0,3,2,7,0,0,0,0,1,1,2,2,0,0,0,0,265,260,269,271,0,0,0,0,266,259,271,274,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-96,13510282,1405,-3072,-99,0,0,0,0,0,0,-1,6,-5,0,0,0,0,0,200,-5512,83,143,-5970,1405,-3073,-96,0,0,0,-5518,123,161,-5963,0,-3,65,0,8,-3,0,0,0,0,1,7,0,1,1,-0.04964405451265941,0.004692019881075032,1.6483724937569342,0,0,0,"","","",NaN,NaN,NaN,NaN
